name,DOID,ai
relapsing-remitting multiple sclerosis,2378,
pupil disease,238,
obsolete Vibrio cholerae O1 biovar El Tor cholera,2381,
kernicterus,2382,
neonatal jaundice,2383,
Wernicke encephalopathy,2384,
obsolete thiamine deficiency,2385,
renal artery disease,2388,
obsolete fibromuscular dysplasia,2389,
obsolete iridodialysis,239,
glandular cystitis,2392,
ovarian cancer,2394,
obsolete ovarian clear cell neoplasm,2399,
iris disease,240,
clitoris cancer,2401,
obsolete lymphangiectasis,2402,
rhinosporidiosis,2409,
skin granular cell tumor,2410,
granular cell tumor,2411,
obsolete skin tumor of neural origin,2412,
obsolete epithelioid and spindle cell nevus,2413,
obsolete benign skin melanocytic nevus,2415,
obsolete melanocytic nevus,2417,
obsolete skin fibrous tissue neoplasm,2421,
obsolete halo nevus,2423,
obsolete intradermal nevus,2424,
cutaneous ganglioneuroma,2425,
gangliocytoma,2426,
skin glomus tumor,2430,
glomus tumor,2431,
epidermal appendage tumor,2433,
obsolete intraepidermal nevus,2434,
skin glomangioma,2435,
glomangioma,2436,
obsolete skin compound nevus,2437,
dermis tumor,2438,
frontal sinus squamous cell carcinoma,2441,
hyperpituitarism,2444,
obsolete gigantism,2446,
acromegaly,2449,
central retinal vein occlusion,2450,
protein S deficiency,2451,
thrombophilia,2452,
angular blepharoconjunctivitis,2455,
blepharoconjunctivitis,2456,
giant papillary conjunctivitis,2457,
papillary conjunctivitis,2458,
anterior dislocation of lens,2460,
retinal vascular disease,2462,
obsolete reactive confusion,2467,
psychotic disorder,2468,
obsolete swine erysipelas,2469,
obsolete Erysipelothrix infectious disease,2470,
obsolete Erysipelothrix rhusiopathiae infectious disease,2471,
opportunistic mycosis,2473,
vernal conjunctivitis,2474,
chronic conjunctivitis,2475,
hereditary spastic paraplegia,2476,
motor peripheral neuropathy,2477,
central nervous system origin vertigo,2479,
trachea leiomyoma,248,
obsolete infantile epileptic encephalopathy,2481,
phosphorus metabolism disease,2485,
obsolete hypercholesterolemia,2487,
congenital nervous system abnormality,2490,
sensory peripheral neuropathy,2491,
obsolete hereditary peripheral neuropathy,2492,
gastric antral vascular ectasia,2493,
angiodysplasia,2494,
senile angioma,2495,
enamel erosion,2497,
tooth erosion,2498,
obsolete chronic brain damage,250,
obsolete AIDS-related vulvovaginal candidiasis,2503,
Takayasu's arteritis,2508,
alcohol-induced mental disorder,251,
Kluver-Bucy syndrome,2510,
nevoid basal cell carcinoma syndrome,2512,
basal cell carcinoma,2513,
obsolete meningococcal optic neuritis,2514,
obsolete meningococcal infectious disease,2515,
intracranial cavernous angioma,2516,
intracranial structure hemangioma,2517,
orchitis,2518,
testicular disease,2519,
alcoholic psychosis,252,
obsolete abnormal glucose tolerance in mother complicating pregnancy childbirth and/or puerperium,2524,
prostate adenocarcinoma,2526,
nephrosis,2527,
obsolete myeloid metaplasia,2528,
splenic disease,2529,
splenic abscess,2530,
hematologic cancer,2531,
splenic infarction,2533,
chronic inflammatory demyelinating polyneuritis,2536,
inflammatory and toxic neuropathy,2537,
Landau-Kleffner syndrome,2538,
hemangioma of intra-abdominal structure,254,
extratemporal epilepsy,2544,
obsolete congenital epilepsy,2545,
obsolete atonic epilepsy,2546,
obsolete intractable epilepsy,2547,
reflex epilepsy,2548,
obsolete aggravated epilepsy,2549,
hemangioma,255,
tactile epilepsy,2550,
obsolete anosognostic epilepsy,2551,
granulomatous angiitis,2555,
relapsing polychondritis,2556,
chondromalacia,2557,
opiate dependence,2559,
hemangioma of spleen,256,
morphine dependence,2560,
suppurative periapical periodontitis,2562,
obsolete Serratia septicemia,2563,
macular corneal dystrophy,2565,
corneal dystrophy,2566,
obsolete primary Enterobacteriaceae infectious disease,2567,
cervicitis,2568,
retinal drusen,2569,
malignant histiocytic disease,2570,
Langerhans-cell histiocytosis,2571,
obsolete drug-induced delirium,2573,
obsolete diabetes mellitus insulin dependent type uncontrolled with renal manifestations,2574,
barbiturate dependence,2575,
rhizomelic chondrodysplasia punctata,2580,
chondrodysplasia punctata,2581,
acatalasia,2582,
agammaglobulinemia,2583,
obsolete nephrotic syndrome with lesion of endothelial glomerulonephritis,2584,
obsolete nephrotic syndrome with lesion of segmental hyalinosis,2585,
obsolete nephrotic syndrome with lesion of hypocomplementemic glomerulonephritis,2586,
obsolete nephrotic syndrome with lesion of mesangiocapillary glomerulonephritis,2587,
obsolete nephrotic syndrome with lesion of persistent glomerulonephritis,2588,
obsolete nephrotic syndrome with lesion of membranous glomerulonephritis,2589,
obsolete abortion complicated by embolism,259,
familial nephrotic syndrome,2590,
obsolete nephrotic syndrome with lesion of lobular glomerulonephritis,2591,
obsolete nephrotic syndrome with lesion of focal glomerulosclerosis,2592,
glottis cancer,2595,
larynx cancer,2596,
glottis neoplasm,2597,
laryngeal benign neoplasm,2598,
glottis carcinoma,2599,
pancreas disease,26,
hepatic flexure cancer,260,
laryngeal carcinoma,2600,
juxtacortical chondroma,2601,
chondroma,2602,
adenomyoma,2609,
transverse colon cancer,261,
serous surface papilloma,2614,
papilloma,2615,
Wolffian duct adenoma,2616,
kidney hemangiopericytoma,262,
"obsolete ductal, lobular, and medullary neoplasm",2620,
autonomic nervous system neoplasm,2621,
obsolete neuroblastic tumor,2622,
obsolete neuronal and glio-neuronal neoplasm,2623,
choroid plexus papilloma,2626,
obsolete papillary serous cystadenoma,2629,
kidney cancer,263,
obsolete papillary cystadenoma,2630,
obsolete serous cystadenoma,2631,
papillary serous adenocarcinoma,2632,
obsolete mucinous cystadenoma,2633,
cystadenoma,2634,
obsolete mucinous neoplasm,2635,
ovarian Brenner tumor,2636,
breast pericanalicular fibroadenoma,2639,
hemangiopericytoma,264,
struma ovarii,2640,
ovarian germ cell monodermal and highly specialized teratoma,2641,
obsolete lymphangiomyoma,2642,
perivascular epithelioid cell tumor,2643,
benign mesothelioma,2645,
parachordoma,2647,
sebaceous adenoma,2648,
chondroblastoma,2649,
spleen angiosarcoma,265,
obsolete intraductal papillomatosis,2651,
benign fibrous mesothelioma,2653,
obsolete serous neoplasm,2654,
breast intracanalicular fibroadenoma,2656,
dermoid cyst,2658,
obsolete malignant soft tissue neoplasm of the spleen,266,
cystic teratoma,2660,
myoepithelioma,2661,
sweat gland neoplasm,2664,
benign mesenchymoma,2667,
mesenchymoma,2668,
Pacinian tumor,2669,
transitional papilloma,2670,
transitional cell carcinoma,2671,
cystic nephroma,2673,
obsolete papillary pseudomucinous cystadenoma,2676,
adult mesoblastic nephroma,2678,
dysembryoplastic neuroepithelial tumor,2679,
liver angiosarcoma,268,
obsolete pediatric central nervous system tumor,2680,
obsolete nevus,2681,
intracystic papillary adenoma,2682,
adenofibroma,2683,
ossifying fibromyxoid tumor,2685,
skin sarcoma,2687,
lymphangiosarcoma,2689,
myoma,2691,
Leydig cell tumor,2696,
renal adenoma,2697,
nephrogenic adenofibroma,2698,
obsolete sinonasal papilloma,2699,
liver sarcoma,270,
mucinous adenofibroma,2700,
nodular tenosynovitis,2701,
pigmented villonodular synovitis,2702,
synovitis,2703,
malignant giant cell tumor of the tendon sheath,2704,
malignant giant cell tumor,2705,
synovium cancer,2706,
mushroom workers' lung,2708,
hemangioma of liver,271,
sick building syndrome,2710,
phimosis,2712,
Bloom syndrome,2717,
hemopneumothorax,2718,
hepatic vascular disease,272,
acrodermatitis,2722,
dermatitis,2723,
obsolete port-wine stain,2724,
capillary hemangioma,2725,
obsolete acne nevus,2726,
obsolete Pilosebaceous hamartoma,2728,
dyskeratosis congenita,2729,
epidermolysis bullosa,2730,
vesiculobullous skin disease,2731,
Rothmund-Thomson syndrome,2732,
skin atrophy,2733,
keratosis follicularis,2734,
Hajdu-Cheney syndrome,2736,
obsolete Witkop-Von Sallmann disease,2737,
pseudoxanthoma elasticum,2738,
Gilbert syndrome,2739,
bilirubin metabolic disorder,2741,
auditory system disease,2742,
pyeloureteritis cystica,2743,
pyelitis,2744,
narcissistic personality disorder,2745,
glycogen storage disease V,2746,
glycogen storage disease,2747,
glycogen storage disease III,2748,
glycogen storage disease I,2749,
gastric hemangioma,275,
glycogen storage disease IV,2750,
glycogen storage disease VIII,2751,
glycogen storage disease II,2752,
obsolete nervous system lysosomal storage disease,2753,
glycogen storage disease VI,2754,
Mycobacterium avium complex disease,2755,
obsolete paratuberculosis,2756,
obsolete Mycobacterium infectious disease,2757,
bone carcinoma,2762,
ethmoid sinus squamous cell carcinoma,2763,
ethmoid sinus adenoid cystic carcinoma,2764,
ethmoid sinus adenocarcinoma,2766,
transient tic disorder,2768,
tic disorder,2769,
chorioangioma,277,
obsolete diaper rash,2770,
obsolete atopic dermatitis and related conditions,2771,
irritant dermatitis,2772,
contact dermatitis,2773,
long bone adamantinoma,2775,
adamantinoma,2776,
obsolete malignant neoplasm of short bones of upper limb,2777,
"obsolete tumors of body of uterus, with delivery",2778,
"obsolete tumors of body of uterus complicating pregnancy, childbirth, or the puerperium",2779,
rectosigmoid junction neoplasm,2780,
rectosigmoid cancer,2781,
rectosigmoid junction cancer,2782,
lung sarcoma,2784,
Dandy-Walker syndrome,2785,
cerebellar disease,2786,
obsolete Ciliophora infectious disease,2788,
parasitic protozoa infectious disease,2789,
necatoriasis,2790,
obsolete hookworm infectious disease,2791,
idiopathic interstitial pneumonia,2797,
bronchiolitis obliterans,2799,
endocrine system disease,28,
obsolete ear tuberculosis,280,
acute interstitial pneumonia,2800,
nonspecific interstitial pneumonia,2801,
obsolete primary Bartonellaceae infectious disease,2809,
middle lobe syndrome,2810,
malignant neoplasm of acoustic nerve,2814,
cranial nerve malignant neoplasm,2815,
malignant oculomotor nerve tumor,2816,
cranial nerve III tumor,2817,
nose disease,2825,
acalculous cholecystitis,2828,
obsolete leukemic reticuloendotheliosis of intra-abdominal lymph nodes,283,
geotrichosis,2832,
dehydration polycythemia,2833,
acquired polycythemia,2834,
polycythemia due to hypoxia,2835,
stress polycythemia,2838,
erythropoietin polycythemia,2839,
obsolete malignant neoplasm of abdomen,284,
asthma,2841,
Jervell-Lange Nielsen syndrome,2842,
long QT syndrome,2843,
bruxism,2846,
melancholia,2848,
hairy cell leukemia,285,
obsolete atrophy of thyroid,2853,
hyperthyroxinemia,2855,
euthyroid sick syndrome,2856,
obsolete abscess of thyroid,2857,
hemoglobin C disease,2859,
hemoglobinopathy,2860,
congenital nonspherocytic hemolytic anemia,2861,
glucosephosphate dehydrogenase deficiency,2862,
obsolete vision disorder,287,
endometrial adenocarcinoma,2870,
endometrial carcinoma,2871,
obsolete metastatic tumor to the larynx,2873,
obsolete metastasis to the neck,2874,
laryngeal squamous cell carcinoma,2876,
larynx sarcoma,2877,
obsolete throat carcinoma,2878,
nodular degeneration of cornea,2879,
endometriosis of uterus,288,
obsolete Hantavirus infectious disease,2880,
"obsolete Cysts of iris, ciliary body and anterior chamber",2882,
prostatic adenoma,2883,
benign prostate phyllodes tumor,2885,
prostate leiomyoma,2887,
retrocochlear disease,2889,
endometriosis,289,
obsolete primary Klebsiella infectious disease,2890,
thyroid adenoma,2891,
exocervical carcinoma,2892,
cervix carcinoma,2893,
obsolete commensal streptococcal infectious disease,2898,
obsolete commensal Escherichia coli infectious disease,2905,
obsolete Rhabditida infectious disease,2906,
Goldenhar syndrome,2907,
Treacher Collins syndrome,2908,
obsolete septic abortion,2910,
acute pancreatitis,2913,
immune system disease,2914,
hypersensitivity reaction type IV disease,2916,
cryoglobulinemia,2917,
obsolete paraproteinemia,2918,
lacrimal system cancer,292,
membranoproliferative glomerulonephritis,2920,
glomerulonephritis,2921,
Klippel-Trenaunay syndrome,2926,
Newcastle disease,2929,
lacrimal gland carcinoma,293,
obsolete Avulavirus infectious disease,2930,
aleutian mink disease,2934,
Chediak-Higashi syndrome,2935,
obsolete Parvoviridae infectious disease,2936,
obsolete Human herpesvirus 8 infectious disease,2937,
obsolete Epstein-Barr virus infectious disease,2938,
obsolete Herpesviridae infectious disease,2939,
lacrimal gland cancer,294,
bronchiolitis,2942,
obsolete Poxviridae infectious disease,2943,
severe acute respiratory syndrome,2945,
obsolete coronavirus infectious disease,2946,
obsolete Yellow fever virus infectious disease,2947,
obsolete Coronaviridae infectious disease,2948,
obsolete Nidovirales infectious disease,2949,
eye carcinoma,295,
obsolete Orbivirus infectious disease,2950,
motion sickness,2951,
inner ear disease,2952,
obsolete intra-abdominal lymphangioma,2956,
pulmonary tuberculosis,2957,
obsolete environmental illness,2958,
hyperimmunoglobulin syndrome,2959,
mixed lacrimal gland cancer,296,
photosensitive trichothiodystrophy,2960,
obsolete DNA repair deficiency,2961,
Cockayne syndrome,2962,
periarthritis,2964,
bursitis,2965,
pleomorphic adenoma carcinoma,297,
renal artery obstruction,2972,
kidney cortex necrosis,2973,
obsolete multicystic dysplastic kidney,2974,
cystic kidney disease,2975,
obsolete glomerular vascular disorder,2976,
primary hyperoxaluria,2977,
carbohydrate metabolic disorder,2978,
lacrimal gland adenocarcinoma,298,
obsolete bone marrow tansplantation nephropathy,2980,
kidney papillary necrosis,2981,
perinephritis,2982,
anuria,2983,
obsolete chronic rejection of renal transplant,2985,
IgA glomerulonephritis,2986,
familial Mediterranean fever,2987,
antiphospholipid syndrome,2988,
obsolete Atypical small acinar proliferation of the prostate gland,2989,
adenocarcinoma,299,
obsolete tumor of specialized prostatic stroma,2990,
obsolete stromal neoplasm,2991,
prostate neuroendocrine neoplasm,2992,
germ cell cancer,2994,
obsolete ovarian mixed germ cell-sex cord neoplasm,2995,
mixed germ cell-sex cord neoplasm,2996,
Sertoli-Leydig cell tumor,2997,
testicular cancer,2998,
granulosa cell tumor,2999,
obsolete disease by environmental exposure,3,
female reproductive endometrioid cancer,3001,
ovary neuroendocrine neoplasm,3002,
nipple neoplasm,3003,
breast myoepithelial neoplasm,3004,
breast ductal carcinoma,3007,
invasive ductal carcinoma,3008,
breast neuroendocrine neoplasm,3009,
lobular neoplasia,3010,
breast granular cell tumor,3011,
Li-Fraumeni syndrome,3012,
intraductal breast neoplasm,3013,
obsolete breast papillary neoplasm,3015,
breast malignant phyllodes tumor,3016,
breast sarcoma,3017,
obsolete postpartum acute renal failure,3019,
substance abuse,302,
